"graphDescription","nbSolutions","singleSolution","nbSolutionClasses","singleSolutionClass"
"n=28,k=4,d=1,prop.mispl=0.3,prop.neg=0.777777777777778,network.no=96",31,0,3,0
"n=28,k=4,d=1,prop.mispl=0.3,prop.neg=0.777777777777778,network.no=97",121,0,1,1
"n=28,k=4,d=1,prop.mispl=0.3,prop.neg=0.777777777777778,network.no=98",111,0,1,1
"n=28,k=4,d=1,prop.mispl=0.3,prop.neg=0.777777777777778,network.no=99",12,0,2,0
"n=28,k=4,d=1,prop.mispl=0.3,prop.neg=0.777777777777778,network.no=100",5,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=1",13,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=2",50,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=3",30,0,5,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=4",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=5",19,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=6",11,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=7",4,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=8",6,0,3,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=9",474,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=10",91,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=11",48,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=12",133,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=13",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=14",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=15",116,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=16",12,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=17",57,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=18",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=19",112,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=20",27,0,3,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=21",12,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=22",113,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=23",133,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=24",39,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=25",4,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=26",2,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=27",35,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=28",4,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=29",6,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=30",18,0,4,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=31",18,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=32",17,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=33",12,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=34",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=35",13,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=36",47,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=37",3,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=38",6,0,3,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=39",51,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=40",15,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=41",82,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=42",9,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=43",11,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=44",4,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=45",7,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=46",17,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=47",5,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=48",21,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=49",129,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=50",59,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=51",26,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=52",40,0,3,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=53",50,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=54",33,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=55",15,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=56",68,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=57",400,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=58",180,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=59",3,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=60",10,0,3,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=61",2,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=62",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=63",257,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=64",50,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=65",12,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=66",75,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=67",4,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=68",96,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=69",80,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=70",15,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=71",3,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=72",86,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=73",18,0,5,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=74",6,0,3,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=75",17,0,3,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=76",60,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=77",26,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=78",76,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=79",14,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=80",54,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=81",7,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=82",33,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=83",12,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=84",74,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=85",4,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=86",2,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=87",3,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=88",2,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=89",69,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=90",22,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=91",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=92",18,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=93",10,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=94",60,0,2,0
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=95",32,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=96",5,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=97",2,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=98",66,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=99",57,0,1,1
"n=28,k=4,d=1,prop.mispl=0.35,prop.neg=0.777777777777778,network.no=100",13,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=1",45,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=2",212,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=3",32,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=4",15,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=5",5,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=6",11,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=7",147,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=8",37,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=9",131,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=10",22,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=11",27,0,4,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=12",5,0,3,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=13",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=14",11,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=15",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=16",451,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=17",29,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=18",463,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=19",10,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=20",51,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=21",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=22",8,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=23",9,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=24",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=25",66,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=26",164,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=27",72,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=28",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=29",488,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=30",23,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=31",2,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=32",8,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=33",1342,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=34",2,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=35",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=36",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=37",6,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=38",116,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=39",10,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=40",41,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=41",36,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=42",184,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=43",50,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=44",212,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=45",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=46",34,0,3,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=47",74,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=48",8,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=49",11,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=50",2,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=51",2,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=52",3,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=53",106,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=54",26,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=55",13,0,5,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=56",3,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=57",127,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=58",120,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=59",9,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=60",38,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=61",2,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=62",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=63",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=64",20,0,5,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=65",17,0,3,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=66",3,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=67",7,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=68",26,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=69",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=70",2,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=71",22,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=72",1350,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=73",139,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=74",9,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=75",37,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=76",3,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=77",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=78",3,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=79",59,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=80",10,0,3,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=81",90,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=82",1,1,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=83",16,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=84",129,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=85",11,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=86",7,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=87",32,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=88",6,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=89",7,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=90",84,0,4,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=91",28,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=92",33,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=93",385,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=94",50,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=95",26,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=96",24,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=97",3,0,2,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=98",11,0,1,1
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=99",19,0,6,0
"n=28,k=4,d=1,prop.mispl=0.4,prop.neg=0.777777777777778,network.no=100",40,0,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=1",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=2",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=3",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=4",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=5",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=6",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=7",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=8",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=9",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=10",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=11",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=12",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=13",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=14",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=15",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=16",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=17",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=18",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=19",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=20",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=21",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=22",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=23",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=24",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=25",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=26",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=27",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=28",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=29",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=30",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=31",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=32",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=33",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=34",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=35",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=36",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=37",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=38",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=39",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=40",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=41",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=42",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=43",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=44",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=45",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=46",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=47",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=48",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=49",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=50",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=51",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=52",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=53",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=54",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=55",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=56",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=57",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=58",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=59",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=60",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=61",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=62",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=63",1,1,1,1
